pitcher,player_name,game_year,pitch_type,n,release_speed,arm_angle,extension_ratio
656924,"Ryan, Ryder",2024,FF,48,94.04166666666667,56.70317648321353,1.0229729729729733
656924,"Ryan, Ryder",2024,SI,142,94.12112676056336,59.96965170571694,1.0443471640654742
656945,"Scott, Tanner",2020,FF,205,96.45707317073166,50.868846717971635,1.0210569105691067
656945,"Scott, Tanner",2020,SI,6,96.83333333333333,55.450482668638564,1.0388888888888888
656945,"Scott, Tanner",2021,FF,469,96.77164179104473,46.652173999079174,1.0272565742715023
656945,"Scott, Tanner",2021,SI,31,96.11612903225809,51.05554717251364,1.0338709677419358
656945,"Scott, Tanner",2023,FF,571,96.80858143607712,53.66400086939807,1.0633975481611202
656945,"Scott, Tanner",2020,FF,205,96.45707317073166,50.868846717971635,1.0210569105691067
656945,"Scott, Tanner",2020,SI,6,96.83333333333333,55.450482668638564,1.0388888888888888
656945,"Scott, Tanner",2022,FF,480,96.86458333333334,51.03372920261336,1.0421527777777817
656945,"Scott, Tanner",2024,FF,689,97.04107402031923,53.08762857822978,1.0633526850508028
656945,"Scott, Tanner",2021,FF,469,96.77164179104473,46.652173999079174,1.0272565742715023
656945,"Scott, Tanner",2021,SI,31,96.11612903225809,51.05554717251364,1.0338709677419358
656954,"Sheffield, Justus",2020,FF,8,92.525,49.14204409228426,1.0242857142857145
656954,"Sheffield, Justus",2020,SI,413,91.8573849878935,50.050057626852244,1.0210169491525376
656954,"Sheffield, Justus",2021,FF,11,93.31818181818181,46.74358211972601,0.9896103896103895
656954,"Sheffield, Justus",2021,SI,681,92.30704845814975,45.528436516922326,1.0122341095028362
656954,"Sheffield, Justus",2020,FF,8,92.525,49.14204409228426,1.0242857142857145
656954,"Sheffield, Justus",2020,SI,413,91.8573849878935,50.050057626852244,1.0210169491525376
656954,"Sheffield, Justus",2021,FF,11,93.31818181818181,46.74358211972601,0.9896103896103895
656954,"Sheffield, Justus",2021,SI,681,92.30704845814975,45.528436516922326,1.0122341095028362
656954,"Sheffield, Justus",2022,FF,21,91.63809523809525,43.71621369336635,1.0024489795918368
656954,"Sheffield, Justus",2022,SI,63,91.7095238095238,47.560134724565835,1.0329251700680278
656954,"Sheffield, Justus",2022,FF,21,91.63809523809525,43.71621369336635,1.0024489795918368
656954,"Sheffield, Justus",2022,SI,63,91.7095238095238,47.560134724565835,1.0329251700680278
656970,"Smeltzer, Devin",2022,FF,442,89.4631221719457,53.247942672347044,0.9340090497737543
656970,"Smeltzer, Devin",2022,SI,10,88.57000000000001,71.37551880108614,0.9440000000000002
656970,"Smeltzer, Devin",2020,FF,89,87.4752808988764,52.89019064989684,0.9465168539325839
656970,"Smeltzer, Devin",2023,FF,148,88.97702702702705,54.074744111002836,0.9209729729729732
656970,"Smeltzer, Devin",2021,FF,21,85.53333333333333,53.13412606522212,0.9508571428571431
656970,"Smeltzer, Devin",2022,FF,442,89.4631221719457,53.247942672347044,0.9340090497737543
656970,"Smeltzer, Devin",2022,SI,10,88.57000000000001,71.37551880108614,0.9440000000000002
656977,"Sobotka, Chad",2020,FF,43,94.36744186046514,37.03867204443029,0.9287017957020904
656981,"Solomon, Peter",2023,FF,129,93.16046511627913,35.744222438580934,1.0121175030599765
656981,"Solomon, Peter",2021,FF,116,92.13017241379312,37.70387493510626,0.9588021778584381
656986,"Sousa, Bennett",2022,FF,154,94.02597402597407,45.973647720947014,0.9912727272727273
656986,"Sousa, Bennett",2023,FF,70,94.59714285714287,38.89269876003724,1.0221714285714292
656986,"Sousa, Bennett",2023,SI,9,93.60000000000001,39.0382393980345,1.0311111111111113
656986,"Sousa, Bennett",2023,FF,70,94.59714285714287,38.89269876003724,1.0221714285714292
656986,"Sousa, Bennett",2023,SI,9,93.60000000000001,39.0382393980345,1.0311111111111113
657006,"Steele, Justin",2021,FF,438,93.15114155251136,44.76878263278416,1.038615327656428
657006,"Steele, Justin",2021,SI,197,92.93857868020304,44.906045352382364,1.0282068870901357
657006,"Steele, Justin",2024,FF,1218,91.57651888341553,44.53676437473129,1.0299693782452366
657006,"Steele, Justin",2024,SI,109,91.59633027522938,42.93193224248557,1.0247458467641952
657006,"Steele, Justin",2023,FF,1613,91.78896466212026,43.37043056886161,1.0223153097300397
657006,"Steele, Justin",2023,SI,46,92.16739130434784,38.520388418328,1.0272620446533494
657006,"Steele, Justin",2024,FF,1218,91.57651888341553,44.53676437473129,1.0299693782452366
657006,"Steele, Justin",2024,SI,109,91.59633027522938,42.93193224248557,1.0247458467641952
657006,"Steele, Justin",2023,FF,1613,91.78896466212026,43.37043056886161,1.0223153097300397
657006,"Steele, Justin",2023,SI,46,92.16739130434784,38.520388418328,1.0272620446533494
657006,"Steele, Justin",2022,FF,1147,92.17977332170882,44.41324497982538,1.0190909305120277
657006,"Steele, Justin",2022,SI,158,91.67278481012659,40.80599839203591,1.0205952788231272
657006,"Steele, Justin",2021,FF,438,93.15114155251136,44.76878263278416,1.038615327656428
657006,"Steele, Justin",2021,SI,197,92.93857868020304,44.906045352382364,1.0282068870901357
657006,"Steele, Justin",2022,FF,1147,92.17977332170882,44.41324497982538,1.0190909305120277
657006,"Steele, Justin",2022,SI,158,91.67278481012659,40.80599839203591,1.0205952788231272
657024,"Swanson, Erik",2021,FF,338,94.72603550295848,31.29356674059608,1.0854437869822504
657024,"Swanson, Erik",2024,FF,332,93.88524096385545,33.969047836650475,1.080337349397592
657024,"Swanson, Erik",2023,FF,367,93.71852861035426,35.221581583103216,1.0650245231607651
657024,"Swanson, Erik",2022,FF,479,93.63987473903971,35.199899598991486,1.0759749478079341
657024,"Swanson, Erik",2020,FF,110,95.58818181818184,36.059370468119056,1.1098181818181814
657031,"Taylor, Josh",2023,FF,126,92.75079365079363,38.20820210419725,1.0708719851577
657031,"Taylor, Josh",2023,SI,41,92.95609756097562,37.58247302120659,1.0836870446626545
657031,"Taylor, Josh",2020,FF,62,93.55967741935483,43.68153648231889,1.0718056137410976
657031,"Taylor, Josh",2020,SI,14,93.62142857142855,43.27895278912962,1.0808905380333949
657031,"Taylor, Josh",2021,FF,293,94.55426621160403,44.01389799294846,1.062080581534508
657031,"Taylor, Josh",2021,SI,93,94.47526881720431,43.1706171900812,1.061248428990365
657031,"Taylor, Josh",2020,FF,62,93.55967741935483,43.68153648231889,1.0718056137410976
657031,"Taylor, Josh",2020,SI,14,93.62142857142855,43.27895278912962,1.0808905380333949
657031,"Taylor, Josh",2023,FF,126,92.75079365079363,38.20820210419725,1.0708719851577
657031,"Taylor, Josh",2023,SI,41,92.95609756097562,37.58247302120659,1.0836870446626545
657031,"Taylor, Josh",2021,FF,293,94.55426621160403,44.01389799294846,1.062080581534508
657031,"Taylor, Josh",2021,SI,93,94.47526881720431,43.1706171900812,1.061248428990365
657044,"Thompson, Ryan",2022,FF,69,91.61304347826088,91.5725172653855,1.0570299265951442
657044,"Thompson, Ryan",2022,SI,324,90.04753086419748,99.73192657370474,1.026791726791727
657044,"Thompson, Ryan",2021,FF,74,92.72027027027025,88.52156991807917,1.0831168831168836
657044,"Thompson, Ryan",2021,SI,196,90.34132653061216,98.20438686605246,1.0684071031009819
657044,"Thompson, Ryan",2023,FF,24,91.33333333333336,95.10314128229554,1.0525974025974023
657044,"Thompson, Ryan",2023,SI,267,90.44194756554302,97.82526835525653,1.0359258718809283
657044,"Thompson, Ryan",2020,FF,38,92.79736842105265,93.18277808610158,1.0786056049213943
657044,"Thompson, Ryan",2020,SI,217,91.07926267281108,102.02367112882551,1.077191932491474
657044,"Thompson, Ryan",2024,FF,100,92.47599999999998,89.97480743979656,1.0745454545454556
657044,"Thompson, Ryan",2024,SI,626,91.029392971246,97.53326373444979,1.0580473839259745
657044,"Thompson, Ryan",2022,FF,69,91.61304347826088,91.5725172653855,1.0570299265951442
657044,"Thompson, Ryan",2022,SI,324,90.04753086419748,99.73192657370474,1.026791726791727
